,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
9814364,9814364,2021-06-14 08:57:27.064006+00:00,x,y,2021-07-25 11:00:00+00:00,2021-07-25 12:55:00+00:00,beta,True,20.0,0,b-69,9814364,6856.0
21515579,21515579,2021-08-29 21:27:47.485629+00:00,x,y,2021-08-31 04:00:00+00:00,2021-08-31 06:00:00+00:00,alpha,True,15.0,1,a-1,21515579,7524.0
10331872,10331872,2021-06-18 13:04:28.358011+00:00,x,y,2021-06-18 17:00:00+00:00,2021-06-18 18:59:00+00:00,gamma,True,20.0,1,c-6,10331872,17090.0
1841479,1841479,2021-02-18 03:03:06.909507+00:00,x,y,2021-02-25 05:00:00+00:00,2021-02-25 06:55:00+00:00,beta,True,20.0,0,b-1,1841479,11515.0
15100505,15100505,2021-07-19 14:40:25.389557+00:00,x,y,2021-07-26 16:01:00+00:00,2021-07-26 18:00:00+00:00,alpha,True,15.0,1,a-23,15100505,14945.0
7061269,7061269,2021-05-17 19:11:43.179436+00:00,x,y,2021-06-07 11:00:00+00:00,2021-06-07 13:00:00+00:00,gamma,True,20.0,1,c-4,7061269,9655.0
8892198,8892198,2021-06-06 11:59:26.427486+00:00,x,y,2021-08-23 10:00:00+00:00,2021-08-23 12:00:00+00:00,alpha,True,35.0,1,a-7,8892198,9707.0
21419584,21419584,2021-08-29 05:44:53.420654+00:00,x,y,2021-08-29 13:00:00+00:00,2021-08-29 15:00:00+00:00,alpha,True,15.0,1,a-9,21419584,11245.0
1676949,1676949,2021-02-14 15:20:27.937575+00:00,x,y,2021-02-14 16:00:00+00:00,2021-02-14 18:10:00+00:00,alpha,True,15.0,1,a-7,1676949,12495.0
13420315,13420315,2021-07-08 04:17:57.064142+00:00,x,y,2021-07-13 11:00:00+00:00,2021-07-13 12:55:00+00:00,beta,True,40.0,0,b-69,13420315,12930.0
13890377,13890377,2021-07-11 04:29:18.292350+00:00,x,y,2021-08-01 07:00:00+00:00,2021-08-01 09:00:00+00:00,alpha,True,15.0,1,a-5,13890377,11245.0
9980689,9980689,2021-06-15 12:20:44.183355+00:00,x,y,2021-06-27 14:00:00+00:00,2021-06-27 16:00:00+00:00,gamma,True,20.0,1,c-4,9980689,6900.0
15093675,15093675,2021-07-19 13:35:43.788862+00:00,x,y,2021-07-28 13:00:00+00:00,2021-07-28 15:00:00+00:00,alpha,True,15.0,1,a-9,15093675,11245.0
20684353,20684353,2021-08-23 20:19:32.017611+00:00,x,y,2021-08-25 10:00:00+00:00,2021-08-25 12:00:00+00:00,alpha,True,20.0,1,a-7,20684353,17745.0
20468520,20468520,2021-08-22 13:06:21.188693+00:00,x,y,2021-09-13 05:00:00+00:00,2021-09-13 06:55:00+00:00,beta,True,20.0,0,b-1,20468520,6410.0
4126023,4126023,2021-04-01 06:49:21.435675+00:00,x,y,2021-04-01 17:00:00+00:00,2021-04-01 18:59:00+00:00,gamma,True,20.0,2,c-6,4126023,10800.0
17953890,17953890,2021-08-09 13:02:44.459672+00:00,x,y,2021-08-10 07:00:00+00:00,2021-08-10 09:00:00+00:00,alpha,True,15.0,1,a-5,17953890,11245.0
16761704,16761704,2021-08-01 12:53:51.439486+00:00,x,y,2021-08-08 05:00:00+00:00,2021-08-08 06:55:00+00:00,beta,True,40.0,0,b-1,16761704,11080.0
1782905,1782905,2021-02-16 17:46:31.735388+00:00,x,y,2021-03-01 16:00:00+00:00,2021-03-01 18:10:00+00:00,alpha,True,15.0,1,a-7,1782905,12495.0
13709573,13709573,2021-07-09 19:33:33.273535+00:00,x,y,2021-07-22 17:00:00+00:00,2021-07-22 18:59:00+00:00,gamma,True,20.0,2,c-6,13709573,8765.0
13113648,13113648,2021-07-06 11:12:57.481461+00:00,x,y,2021-07-30 05:00:00+00:00,2021-07-30 06:55:00+00:00,beta,True,40.0,0,b-1,13113648,8130.0
5209128,5209128,2021-04-22 07:44:46.032473+00:00,x,y,2021-05-26 11:00:00+00:00,2021-05-26 13:00:00+00:00,gamma,True,20.0,2,c-4,5209128,9145.0
17318542,17318542,2021-08-06 05:02:36.800034+00:00,x,y,2021-08-11 10:00:00+00:00,2021-08-11 12:00:00+00:00,alpha,True,20.0,1,a-7,17318542,6810.0
6541378,6541378,2021-05-10 08:30:49.105412+00:00,x,y,2021-05-16 14:00:00+00:00,2021-05-16 15:55:00+00:00,beta,True,40.0,0,b-9,6541378,11095.0
12200868,12200868,2021-07-01 16:20:51.098221+00:00,x,y,2021-07-13 09:45:00+00:00,2021-07-13 11:45:00+00:00,gamma,True,20.0,1,c-2,12200868,10035.0
5539523,5539523,2021-04-25 20:22:27.954740+00:00,x,y,2021-05-14 16:00:00+00:00,2021-05-14 18:00:00+00:00,alpha,True,35.0,1,a-7,5539523,8290.0
10949073,10949073,2021-06-23 13:51:48.076575+00:00,x,y,2021-07-22 14:00:00+00:00,2021-07-22 16:00:00+00:00,gamma,True,20.0,2,c-4,10949073,8500.0
19640531,19640531,2021-08-17 14:41:08.269538+00:00,x,y,2021-09-18 17:00:00+00:00,2021-09-18 18:59:00+00:00,gamma,True,20.0,2,c-6,19640531,8500.0
7118424,7118424,2021-05-18 13:03:22.362594+00:00,x,y,2021-05-22 05:00:00+00:00,2021-05-22 07:00:00+00:00,alpha,True,15.0,1,a-1,7118424,7124.0
2832307,2832307,2021-03-08 10:29:06.618438+00:00,x,y,2021-03-18 15:30:00+00:00,2021-03-18 17:30:00+00:00,alpha,True,35.0,1,a-7,2832307,8027.0
7478546,7478546,2021-05-22 12:24:14.282769+00:00,x,y,2021-05-24 17:00:00+00:00,2021-05-24 18:59:00+00:00,gamma,True,20.0,1,c-6,7478546,8025.0
1899712,1899712,2021-02-19 11:25:43.841976+00:00,x,y,2021-02-20 17:00:00+00:00,2021-02-20 18:59:00+00:00,gamma,True,20.0,1,c-6,1899712,12500.0
10986665,10986665,2021-06-23 19:13:54.018224+00:00,x,y,2021-06-30 07:00:00+00:00,2021-06-30 09:00:00+00:00,alpha,True,15.0,1,a-5,10986665,6531.0
15382412,15382412,2021-07-22 06:55:19.952562+00:00,x,y,2021-08-04 13:00:00+00:00,2021-08-04 15:00:00+00:00,alpha,True,15.0,1,a-9,15382412,9045.0
13834816,13834816,2021-07-10 16:56:53.487125+00:00,x,y,2021-08-10 14:00:00+00:00,2021-08-10 16:00:00+00:00,gamma,True,20.0,1,c-4,13834816,12560.0
4002234,4002234,2021-03-29 08:26:27.473314+00:00,x,y,2021-04-10 17:00:00+00:00,2021-04-10 18:59:00+00:00,gamma,True,20.0,2,c-6,4002234,10800.0
16121147,16121147,2021-07-27 08:35:15.259154+00:00,x,y,2021-07-31 10:00:00+00:00,2021-07-31 12:00:00+00:00,gamma,True,20.0,1,c-2,16121147,10425.0
17165204,17165204,2021-08-04 23:13:04.669102+00:00,x,y,2021-10-05 04:40:00+00:00,2021-10-05 06:40:00+00:00,omega,True,20.0,1,d-1,17165204,6870.0
4386740,4386740,2021-04-08 06:31:00.367615+00:00,x,y,2021-05-04 05:00:00+00:00,2021-05-04 06:55:00+00:00,beta,True,20.0,0,b-1,4386740,8050.0
5809565,5809565,2021-04-29 15:44:29.777037+00:00,x,y,2021-05-22 05:00:00+00:00,2021-05-22 07:00:00+00:00,alpha,True,35.0,1,a-1,5809565,8290.0
11377772,11377772,2021-06-26 16:19:40.180289+00:00,x,y,2021-07-16 05:00:00+00:00,2021-07-16 06:55:00+00:00,beta,True,20.0,0,b-1,11377772,7222.0
13908608,13908608,2021-07-11 07:26:39.460353+00:00,x,y,2021-07-27 17:00:00+00:00,2021-07-27 18:59:00+00:00,gamma,True,20.0,2,c-6,13908608,11285.0
8175757,8175757,2021-05-30 19:17:38.536226+00:00,x,y,2021-06-05 16:00:00+00:00,2021-06-05 18:00:00+00:00,alpha,True,35.0,1,a-7,8175757,9707.0
16757230,16757230,2021-08-01 12:05:16.950735+00:00,x,y,2021-08-07 17:00:00+00:00,2021-08-07 18:59:00+00:00,gamma,True,20.0,2,c-6,16757230,9525.0
4115789,4115789,2021-03-31 20:14:49.678773+00:00,x,y,2021-04-12 05:00:00+00:00,2021-04-12 07:00:00+00:00,gamma,True,20.0,2,c-2,4115789,10800.0
16271725,16271725,2021-07-28 10:14:05.666128+00:00,x,y,2021-08-21 11:00:00+00:00,2021-08-21 12:55:00+00:00,beta,True,40.0,0,b-69,16271725,9250.0
8048318,8048318,2021-05-29 17:09:50.432100+00:00,x,y,2021-06-06 13:00:00+00:00,2021-06-06 15:00:00+00:00,alpha,True,35.0,1,a-5,8048318,8762.0
3162137,3162137,2021-03-13 05:56:08.354155+00:00,x,y,2021-03-15 17:00:00+00:00,2021-03-15 18:59:00+00:00,gamma,True,20.0,2,c-6,3162137,11300.0
17921675,17921675,2021-08-09 10:23:42.000999+00:00,x,y,2021-08-29 14:00:00+00:00,2021-08-29 16:00:00+00:00,gamma,True,20.0,2,c-4,17921675,9525.0
18619160,18619160,2021-08-12 07:36:24.967415+00:00,x,y,2021-08-24 05:00:00+00:00,2021-08-24 06:55:00+00:00,beta,True,20.0,0,b-1,18619160,6920.0
11338944,11338944,2021-06-26 10:54:50.273664+00:00,x,y,2021-06-29 13:00:00+00:00,2021-06-29 15:00:00+00:00,alpha,True,35.0,1,a-9,11338944,13277.0
20052945,20052945,2021-08-19 19:43:17.154746+00:00,x,y,2021-09-04 14:00:00+00:00,2021-09-04 15:55:00+00:00,beta,True,20.0,0,b-9,20052945,7240.0
9732243,9732243,2021-06-13 17:21:11.932288+00:00,x,y,2021-07-31 16:00:00+00:00,2021-07-31 18:00:00+00:00,alpha,True,15.0,1,a-23,9732243,6850.0
20577932,20577932,2021-08-23 07:47:55.026889+00:00,x,y,2021-09-08 16:00:00+00:00,2021-09-08 18:00:00+00:00,alpha,True,15.0,1,a-23,20577932,7524.0
9645904,9645904,2021-06-13 07:06:54.434995+00:00,x,y,2021-07-03 11:00:00+00:00,2021-07-03 12:55:00+00:00,beta,True,20.0,0,b-69,9645904,7180.0
16701002,16701002,2021-07-31 22:13:29.470502+00:00,x,y,2021-08-05 04:00:00+00:00,2021-08-05 06:00:00+00:00,alpha,True,15.0,1,a-1,16701002,8300.0
3924598,3924598,2021-03-27 13:06:19.821488+00:00,x,y,2021-05-14 15:30:00+00:00,2021-05-14 17:30:00+00:00,alpha,True,35.0,1,a-7,3924598,10799.0
16475133,16475133,2021-07-30 03:06:09.372482+00:00,x,y,2021-08-01 13:00:00+00:00,2021-08-01 15:00:00+00:00,alpha,True,35.0,1,a-9,16475133,17745.0
14236560,14236560,2021-07-13 09:44:38.514190+00:00,x,y,2021-07-20 16:00:00+00:00,2021-07-20 18:00:00+00:00,alpha,True,15.0,1,a-23,14236560,9045.0
11341447,11341447,2021-06-26 11:15:44.608618+00:00,x,y,2021-07-18 04:00:00+00:00,2021-07-18 06:00:00+00:00,alpha,True,15.0,1,a-1,11341447,9497.0
267134,267134,2021-01-08 07:39:44.571732+00:00,x,y,2021-01-17 14:00:00+00:00,2021-01-17 15:55:00+00:00,beta,False,20.0,0,b-9,267134,8707.0
9884450,9884450,2021-06-14 17:12:36.840153+00:00,x,y,2021-06-25 14:00:00+00:00,2021-06-25 15:55:00+00:00,beta,True,20.0,0,b-9,9884450,6355.0
14116052,14116052,2021-07-12 12:53:28.848765+00:00,x,y,2021-07-13 16:00:00+00:00,2021-07-13 18:00:00+00:00,alpha,True,15.0,1,a-23,14116052,18945.0
14369940,14369940,2021-07-14 06:50:46.490238+00:00,x,y,2021-07-29 17:00:00+00:00,2021-07-29 18:59:00+00:00,gamma,True,20.0,1,c-6,14369940,10285.0
3003389,3003389,2021-03-10 21:50:28.209974+00:00,x,y,2021-03-30 05:00:00+00:00,2021-03-30 07:00:00+00:00,alpha,True,15.0,1,a-1,3003389,9798.0
5586754,5586754,2021-04-26 11:35:00.241593+00:00,x,y,2021-05-04 05:00:00+00:00,2021-05-04 07:00:00+00:00,gamma,True,20.0,1,c-2,5586754,7640.0
16028896,16028896,2021-07-26 15:33:08.652605+00:00,x,y,2021-07-28 17:00:00+00:00,2021-07-28 18:59:00+00:00,gamma,True,20.0,2,c-6,16028896,10280.0
13560275,13560275,2021-07-08 21:07:15.851720+00:00,x,y,2021-07-18 07:00:00+00:00,2021-07-18 09:00:00+00:00,alpha,True,15.0,1,a-5,13560275,12945.0
376401,376401,2021-01-11 12:57:01.648837+00:00,x,y,2021-02-02 05:00:00+00:00,2021-02-02 06:55:00+00:00,beta,False,20.0,0,b-1,376401,8697.0
216340,216340,2021-01-06 15:19:04.293607+00:00,x,y,2021-01-12 05:00:00+00:00,2021-01-12 07:00:00+00:00,gamma,True,32.0,2,c-2,216340,9645.0
7908503,7908503,2021-05-28 00:22:56.056734+00:00,x,y,2021-08-11 05:00:00+00:00,2021-08-11 06:55:00+00:00,beta,True,20.0,0,b-1,7908503,7458.0
15967201,15967201,2021-07-26 08:17:11.074393+00:00,x,y,2021-08-02 13:00:00+00:00,2021-08-02 15:00:00+00:00,alpha,True,35.0,1,a-9,15967201,12645.0
9783884,9783884,2021-06-14 05:16:53.111639+00:00,x,y,2021-07-25 16:00:00+00:00,2021-07-25 17:55:00+00:00,beta,True,20.0,0,b-19,9783884,6522.0
8444928,8444928,2021-06-02 05:23:15.203272+00:00,x,y,2021-07-02 07:00:00+00:00,2021-07-02 09:00:00+00:00,alpha,True,35.0,1,a-5,8444928,9707.0
4808369,4808369,2021-04-19 09:26:59.569005+00:00,x,y,2021-04-30 13:30:00+00:00,2021-04-30 15:30:00+00:00,alpha,True,35.0,1,a-5,4808369,5996.0
19271383,19271383,2021-08-15 14:27:51.581329+00:00,x,y,2021-09-18 04:00:00+00:00,2021-09-18 06:00:00+00:00,alpha,True,15.0,1,a-1,19271383,6810.0
15422136,15422136,2021-07-22 12:04:28.106831+00:00,x,y,2021-08-03 16:00:00+00:00,2021-08-03 18:00:00+00:00,alpha,True,35.0,1,a-23,15422136,14645.0
8440584,8440584,2021-06-02 04:33:24.321736+00:00,x,y,2021-07-14 05:00:00+00:00,2021-07-14 07:00:00+00:00,gamma,True,20.0,2,c-2,8440584,11900.0
17188214,17188214,2021-08-05 06:55:29.790153+00:00,x,y,2021-08-06 10:00:00+00:00,2021-08-06 12:00:00+00:00,gamma,True,20.0,1,c-2,17188214,6870.0
12344849,12344849,2021-07-02 12:45:05.971480+00:00,x,y,2021-07-03 16:00:00+00:00,2021-07-03 18:00:00+00:00,alpha,True,35.0,1,a-23,12344849,14645.0
12469260,12469260,2021-07-03 06:07:24.130575+00:00,x,y,2021-07-25 14:00:00+00:00,2021-07-25 16:00:00+00:00,gamma,True,20.0,1,c-4,12469260,19105.0
7479681,7479681,2021-05-22 12:39:06.394334+00:00,x,y,2021-06-06 14:00:00+00:00,2021-06-06 15:55:00+00:00,beta,True,20.0,0,b-9,7479681,7395.0
16868689,16868689,2021-08-02 11:38:37.497906+00:00,x,y,2021-08-22 17:00:00+00:00,2021-08-22 18:59:00+00:00,gamma,True,20.0,2,c-6,16868689,10280.0
7642748,7642748,2021-05-24 10:22:21.795167+00:00,x,y,2021-07-14 05:00:00+00:00,2021-07-14 07:00:00+00:00,alpha,True,15.0,1,a-1,7642748,7124.0
11973038,11973038,2021-06-30 11:29:58.059642+00:00,x,y,2021-07-14 17:00:00+00:00,2021-07-14 18:59:00+00:00,gamma,True,20.0,2,c-6,11973038,9100.0
2446038,2446038,2021-03-02 06:27:29.197494+00:00,x,y,2021-03-07 05:00:00+00:00,2021-03-07 06:55:00+00:00,beta,True,20.0,0,b-1,2446038,6954.0
13849816,13849816,2021-07-10 18:33:33.193456+00:00,x,y,2021-07-31 10:00:00+00:00,2021-07-31 12:00:00+00:00,alpha,True,35.0,1,a-7,13849816,12645.0
8257606,8257606,2021-05-31 14:24:38.998564+00:00,x,y,2021-06-07 17:00:00+00:00,2021-06-07 18:59:00+00:00,gamma,True,20.0,1,c-6,8257606,10900.0
11189588,11189588,2021-06-25 09:43:49.268868+00:00,x,y,2021-07-07 17:00:00+00:00,2021-07-07 18:59:00+00:00,gamma,True,20.0,2,c-6,11189588,8765.0
18624767,18624767,2021-08-12 08:12:17.982600+00:00,x,y,2021-08-17 07:00:00+00:00,2021-08-17 09:00:00+00:00,alpha,True,20.0,1,a-5,18624767,8381.0
19020618,19020618,2021-08-14 07:36:26.507863+00:00,x,y,2021-08-14 13:00:00+00:00,2021-08-14 15:00:00+00:00,alpha,True,15.0,1,a-9,19020618,7524.0
16079846,16079846,2021-07-26 22:29:48.721806+00:00,x,y,2021-10-09 17:00:00+00:00,2021-10-09 18:59:00+00:00,gamma,True,20.0,2,c-6,16079846,13560.0
4012465,4012465,2021-03-29 12:25:38.737147+00:00,x,y,2021-04-01 13:30:00+00:00,2021-04-01 15:30:00+00:00,alpha,True,15.0,1,a-5,4012465,9798.0
19119714,19119714,2021-08-14 17:41:02.597506+00:00,x,y,2021-08-20 17:00:00+00:00,2021-08-20 18:59:00+00:00,gamma,True,20.0,1,c-6,19119714,13130.0
11722768,11722768,2021-06-28 21:36:51.371603+00:00,x,y,2021-07-01 09:45:00+00:00,2021-07-01 11:45:00+00:00,gamma,True,20.0,2,c-2,11722768,8765.0
8786534,8786534,2021-06-05 08:46:11.421566+00:00,x,y,2021-06-05 14:00:00+00:00,2021-06-05 15:55:00+00:00,beta,True,40.0,0,b-9,8786534,11203.0
8551558,8551558,2021-06-03 04:19:20.645875+00:00,x,y,2021-06-04 17:00:00+00:00,2021-06-04 18:59:00+00:00,gamma,True,20.0,1,c-6,8551558,10900.0
19228219,19228219,2021-08-15 10:28:12.309276+00:00,x,y,2021-08-24 04:40:00+00:00,2021-08-24 06:40:00+00:00,omega,True,20.0,1,d-1,19228219,11100.0
10129478,10129478,2021-06-16 17:14:18.141979+00:00,x,y,2021-08-14 14:00:00+00:00,2021-08-14 15:55:00+00:00,beta,True,20.0,0,b-9,10129478,6344.0
20118600,20118600,2021-08-20 07:47:07.990860+00:00,x,y,2021-09-29 07:00:00+00:00,2021-09-29 09:00:00+00:00,alpha,True,15.0,1,a-5,20118600,6810.0
14753136,14753136,2021-07-16 19:36:59.205009+00:00,x,y,2021-07-29 10:00:00+00:00,2021-07-29 12:00:00+00:00,gamma,True,20.0,1,c-2,14753136,10285.0
18770439,18770439,2021-08-12 21:44:31.336892+00:00,x,y,2021-09-01 17:00:00+00:00,2021-09-01 18:59:00+00:00,gamma,True,20.0,1,c-6,18770439,12560.0
1918345,1918345,2021-02-19 20:16:47.945862+00:00,x,y,2021-03-04 13:30:00+00:00,2021-03-04 15:40:00+00:00,alpha,True,35.0,1,a-5,1918345,12500.0
6751484,6751484,2021-05-14 02:26:45.576662+00:00,x,y,2021-05-15 10:00:00+00:00,2021-05-15 12:00:00+00:00,alpha,True,15.0,1,a-9,6751484,5495.0
4145133,4145133,2021-04-01 14:53:26.415499+00:00,x,y,2021-04-02 05:00:00+00:00,2021-04-02 07:00:00+00:00,gamma,True,20.0,2,c-2,4145133,10800.0
13750796,13750796,2021-07-10 06:22:58.449798+00:00,x,y,2021-07-28 07:00:00+00:00,2021-07-28 09:00:00+00:00,alpha,True,35.0,1,a-5,13750796,12645.0
1262739,1262739,2021-02-04 10:39:29.246907+00:00,x,y,2021-04-04 05:00:00+00:00,2021-04-04 06:55:00+00:00,beta,True,35.0,0,b-1,1262739,9533.0
13288089,13288089,2021-07-07 09:43:45.413414+00:00,x,y,2021-07-22 16:00:00+00:00,2021-07-22 18:00:00+00:00,alpha,True,15.0,1,a-23,13288089,9045.0
14702027,14702027,2021-07-16 12:32:45.191256+00:00,x,y,2021-07-27 14:00:00+00:00,2021-07-27 16:00:00+00:00,gamma,True,20.0,2,c-4,14702027,11285.0
5887798,5887798,2021-04-30 18:04:12.961886+00:00,x,y,2021-05-04 05:00:00+00:00,2021-05-04 07:00:00+00:00,alpha,True,35.0,1,a-1,5887798,6995.0
1707635,1707635,2021-02-15 09:16:37.435335+00:00,x,y,2021-02-17 17:00:00+00:00,2021-02-17 18:59:00+00:00,gamma,True,32.0,2,c-6,1707635,13750.0
6071739,6071739,2021-05-03 10:51:18.313372+00:00,x,y,2021-05-14 05:00:00+00:00,2021-05-14 07:00:00+00:00,alpha,True,35.0,1,a-1,6071739,5495.0
8138004,8138004,2021-05-30 13:53:25.861784+00:00,x,y,2021-06-06 05:00:00+00:00,2021-06-06 06:55:00+00:00,beta,True,20.0,0,b-1,8138004,10088.0
16491662,16491662,2021-07-30 06:39:05.426513+00:00,x,y,2021-08-03 17:00:00+00:00,2021-08-03 18:59:00+00:00,gamma,True,20.0,1,c-6,16491662,9000.0
6875260,6875260,2021-05-15 19:49:32.812273+00:00,x,y,2021-06-16 05:00:00+00:00,2021-06-16 06:55:00+00:00,beta,True,20.0,0,b-1,6875260,6734.0
11868284,11868284,2021-06-29 18:21:11.775038+00:00,x,y,2021-07-12 04:00:00+00:00,2021-07-12 06:00:00+00:00,alpha,True,35.0,1,a-1,11868284,8800.0
5171104,5171104,2021-04-21 21:04:11.789635+00:00,x,y,2021-05-17 15:30:00+00:00,2021-05-17 17:30:00+00:00,alpha,True,35.0,1,a-7,5171104,8290.0
18823551,18823551,2021-08-13 07:41:21.797150+00:00,x,y,2021-08-16 07:00:00+00:00,2021-08-16 09:00:00+00:00,alpha,True,15.0,1,a-5,18823551,7524.0
9119368,9119368,2021-06-08 16:07:16.419755+00:00,x,y,2021-07-20 05:00:00+00:00,2021-07-20 07:00:00+00:00,gamma,True,20.0,2,c-2,9119368,11900.0
6544377,6544377,2021-05-10 09:15:55.120470+00:00,x,y,2021-05-19 16:00:00+00:00,2021-05-19 18:00:00+00:00,alpha,True,15.0,1,a-7,6544377,6495.0
2030315,2030315,2021-02-22 17:04:15.051692+00:00,x,y,2021-02-23 17:00:00+00:00,2021-02-23 18:59:00+00:00,gamma,True,20.0,1,c-6,2030315,12500.0
575390,575390,2021-01-17 13:15:13.740722+00:00,x,y,2021-01-22 16:00:00+00:00,2021-01-22 17:55:00+00:00,beta,True,20.0,0,b-19,575390,8697.0
4787556,4787556,2021-04-19 03:46:17.496351+00:00,x,y,2021-05-03 11:00:00+00:00,2021-05-03 13:00:00+00:00,gamma,True,20.0,2,c-4,4787556,8640.0
11924423,11924423,2021-06-30 06:09:25.615566+00:00,x,y,2021-07-09 10:00:00+00:00,2021-07-09 12:00:00+00:00,alpha,True,15.0,1,a-7,11924423,7150.0
6796058,6796058,2021-05-14 17:26:45.759957+00:00,x,y,2021-05-22 13:00:00+00:00,2021-05-22 15:00:00+00:00,alpha,True,35.0,1,a-5,6796058,8132.0
6958893,6958893,2021-05-16 18:17:23.140677+00:00,x,y,2021-05-19 17:00:00+00:00,2021-05-19 18:59:00+00:00,gamma,True,20.0,1,c-6,6958893,7390.0
16929573,16929573,2021-08-03 00:16:10.187455+00:00,x,y,2021-08-10 16:00:00+00:00,2021-08-10 18:00:00+00:00,alpha,True,35.0,1,a-23,16929573,10545.0
16828975,16828975,2021-08-02 04:55:26.129175+00:00,x,y,2021-08-23 17:00:00+00:00,2021-08-23 18:59:00+00:00,gamma,True,20.0,1,c-6,16828975,7765.0
12333228,12333228,2021-07-02 11:47:02.129591+00:00,x,y,2021-07-13 10:00:00+00:00,2021-07-13 12:00:00+00:00,alpha,True,15.0,1,a-7,12333228,9045.0
21565946,21565946,2021-08-30 11:08:07.363012+00:00,x,y,2021-09-19 13:00:00+00:00,2021-09-19 15:00:00+00:00,alpha,True,20.0,1,a-9,21565946,8381.0
9850362,9850362,2021-06-14 12:57:28.651488+00:00,x,y,2021-06-25 17:00:00+00:00,2021-06-25 18:59:00+00:00,gamma,True,20.0,1,c-6,9850362,6900.0
1678529,1678529,2021-02-14 15:57:36.878002+00:00,x,y,2021-02-17 17:00:00+00:00,2021-02-17 18:59:00+00:00,gamma,True,32.0,2,c-6,1678529,13750.0
185564,185564,2021-01-05 16:17:50.402966+00:00,x,y,2021-01-09 14:00:00+00:00,2021-01-09 15:55:00+00:00,beta,False,20.0,0,b-9,185564,8728.0
17211728,17211728,2021-08-05 10:09:35.752910+00:00,x,y,2021-08-07 10:00:00+00:00,2021-08-07 12:00:00+00:00,gamma,True,20.0,1,c-2,17211728,8525.0
18223565,18223565,2021-08-10 15:24:43.409556+00:00,x,y,2021-09-04 14:00:00+00:00,2021-09-04 15:55:00+00:00,beta,True,20.0,0,b-9,18223565,6890.0
14852332,14852332,2021-07-17 14:41:54.589299+00:00,x,y,2021-07-23 14:00:00+00:00,2021-07-23 16:00:00+00:00,gamma,True,20.0,1,c-4,14852332,9530.0
5446332,5446332,2021-04-24 16:37:32.072133+00:00,x,y,2021-05-19 11:00:00+00:00,2021-05-19 13:00:00+00:00,gamma,True,20.0,1,c-4,5446332,8145.0
20468831,20468831,2021-08-22 13:09:03.998705+00:00,x,y,2021-08-25 04:00:00+00:00,2021-08-25 06:00:00+00:00,alpha,True,20.0,1,a-1,20468831,14645.0
12691756,12691756,2021-07-04 09:00:18.891248+00:00,x,y,2021-08-07 11:00:00+00:00,2021-08-07 12:55:00+00:00,beta,True,40.0,0,b-69,12691756,8140.0
11827177,11827177,2021-06-29 13:53:46.233012+00:00,x,y,2021-07-14 05:00:00+00:00,2021-07-14 06:55:00+00:00,beta,True,20.0,0,b-1,11827177,6710.0
10960876,10960876,2021-06-23 15:40:24.299602+00:00,x,y,2021-07-04 13:00:00+00:00,2021-07-04 15:00:00+00:00,alpha,True,35.0,1,a-9,10960876,13277.0
8989035,8989035,2021-06-07 11:25:41.402080+00:00,x,y,2021-06-23 05:00:00+00:00,2021-06-23 07:00:00+00:00,gamma,True,20.0,1,c-2,8989035,10900.0
10576857,10576857,2021-06-20 13:44:35.906293+00:00,x,y,2021-07-26 11:00:00+00:00,2021-07-26 12:55:00+00:00,beta,True,40.0,0,b-69,10576857,8034.0
4239498,4239498,2021-04-04 09:02:27.451614+00:00,x,y,2021-04-08 05:00:00+00:00,2021-04-08 07:00:00+00:00,gamma,True,20.0,1,c-2,4239498,9800.0
10798709,10798709,2021-06-22 10:15:20.157932+00:00,x,y,2021-07-17 14:00:00+00:00,2021-07-17 16:00:00+00:00,gamma,True,20.0,2,c-4,10798709,7900.0
20223001,20223001,2021-08-20 18:52:01.101365+00:00,x,y,2021-08-30 04:00:00+00:00,2021-08-30 06:00:00+00:00,alpha,True,15.0,1,a-1,20223001,7524.0
3731709,3731709,2021-03-23 15:57:27.142247+00:00,x,y,2021-03-24 05:00:00+00:00,2021-03-24 07:00:00+00:00,alpha,True,35.0,1,a-1,3731709,10799.0
14402941,14402941,2021-07-14 10:38:02.786543+00:00,x,y,2021-07-31 07:00:00+00:00,2021-07-31 09:00:00+00:00,alpha,True,35.0,1,a-5,14402941,12645.0
10647011,10647011,2021-06-21 06:38:51.322166+00:00,x,y,2021-07-24 07:00:00+00:00,2021-07-24 09:00:00+00:00,alpha,True,35.0,1,a-5,10647011,11072.0
3800275,3800275,2021-03-25 05:07:41.091937+00:00,x,y,2021-05-26 08:00:00+00:00,2021-05-26 09:55:00+00:00,beta,True,20.0,0,b-67,3800275,8978.0
13773137,13773137,2021-07-10 09:07:38.607930+00:00,x,y,2021-07-10 14:00:00+00:00,2021-07-10 16:00:00+00:00,gamma,True,20.0,1,c-4,13773137,15075.0
2534310,2534310,2021-03-03 13:31:56.723149+00:00,x,y,2021-03-05 05:15:00+00:00,2021-03-05 07:25:00+00:00,alpha,True,35.0,1,a-1,2534310,8027.0
4869599,4869599,2021-04-19 16:23:37.962890+00:00,x,y,2021-05-21 15:30:00+00:00,2021-05-21 17:30:00+00:00,alpha,True,35.0,1,a-7,4869599,8290.0
